ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
Adnyamathanha,Adnyamathanha,adny1235,Adnyamathanha,,,,,
AghuTharrnggala,Aghu-Tharrnggala,aghu1254,Aghu Tharnggalu,,,,,
Alyawarr,Alyawarr,alya1239,Alyawarr,,,,,
Antekerrepenhe,Antekerrepenhe,ande1247,Andegerebinha,,,,,
Arabana,Arabana,arab1267,Arabana,,,,,
Awabakal,Awabakal,awab1243,Awabakal,,,,,
Badimaya,Badimaya,badi1246,Badimaya,,,,,
Badjiri,Badjiri,badj1244,Badjiri,,,,,
Bandjalang,Bandjalang,band1358,Bandjalang,,,,,
Batyala,Batyala,baty1234,Batyala,,,,,
BidyaraGungabula,Bidyara-Gungabula,sout2765,Southern Maric,,,,,
Bilinarra,Bilinarra,bili1250,Bilinara,,,,,
Biri,Biri,biri1256,Biri,,,,,
Birrpayi,Birrpayi,birr1241,Birrpayi,,,,,
Bularnu,Bularnu,bula1255,Bularnu,,,,,
Bunganditj,Bunganditj,bung1264,Bunganditj,,,,,
Colac,Colac,cola1237,Colac,,,,,
Darkinyung,Darkinyung,hawk1239,Hawkesbury,,,,,
Dhangu,Dhangu,dhan1270,Dhangu,,,,,
Dharawal,Dharawal,thur1254,Thurawal,,,,,
Dharuk,Dharuk,sydn1236,Sydney,,,,,
Dharumbal,Dharumbal,dhar1248,Dharumbal,,,,,
Dhayyi,Dhayyi,dayi1244,Dayi,,,,,
Dhudhuroa,Dhudhuroa,dhud1236,Dhudhuroa,,,,,
Dhurga,Dhurga,dhur1239,Dhurga,,,,,
Dhuwal,Dhuwal,dhuw1249,Dhuwal,,,,,
Dhuwala,Dhuwala,dhuw1248,Dhuwal-Dhuwala,,,,,
Diyari,Diyari,dier1241,Dieri,,,,,
Djabugay,Djabugay,dyaa1242,Dyaabugay,,,,,
Djambarrpuyngu,Djambarrpuyngu,djam1256,Djambarrpuyngu,,,,,
Djapu,Djapu,djap1238,Djapu,,,,,
Djinang,Djinang,djin1253,Djinang,,,,,
Durubul,Durubul,yaga1256,Yagara-Jandai,,,,,
Duungidjawu,Duungidjawu,duun1241,Duungidjawu,,,,,
Dyirbal,Dyirbal,dyir1250,Dyirbal,,,,,
FlindersIsland,Flinders Island,flin1247,Flinders Island,,,,,
Gairi,Gairi,,,,,,,
Gamilaraay,Gamilaraay,gami1243,Gamilaraay,,,,,
Gangulu,Gangulu,gang1268,Gangulu,,,,,
Garlali,Garlali,kala1380,Kalali,,,,,
GoorengGooreng,Gooreng Gooreng,gure1255,Gureng Gureng,,,,,
Gudjal,Gudjal,gudj1237,Gudjal,,,,,
Gumatj,Gumatj,guma1253,Gumatj,,,,,
Gumbaynggir,Gumbaynggir,kumb1268,Kumbainggar,,,,,
Gunditjmara,Gunditjmara,gund1249,Kurnkopanut,,,,,
Gundungurra,Gundungurra,nort2760,Northern Inland Yui,,,,,
Gunggari,Gunggari,kung1258,Kunggari,,,,,
Gunya,Gunya,guny1241,Gunya,,,,,
Gupapuyngu,Gupapuyngu,gupa1247,Gupapuyngu,,,,,
Gurindji,Gurindji,guri1247,Gurindji,,,,,
GuuguYimidhirr,Guugu-Yimidhirr,gugu1255,Guugu Yimidhirr,,,,,
Guwa,Guwa,guwa1242,Guwa,,,,,
Guyani,Guyani,guya1249,Guyani,,,,,
Iyora,Iyora,sydn1236,Sydney,,,,,
Jaru,Jaru,jaru1254,Jaru,,,,,
JaruMcC,Jaru-McC,,,,,,,
Jiwarli,Jiwarli,djiw1241,Djiwarli,,,,,
Jiwarliny,Jiwarliny,djuw1238,Djuwarliny,,,,,
Kaanju,Kaanju,kanj1260,Kanju,,,,,
Kalkatungu,Kalkatungu,kalk1246,Kalkutung,,,,,
Kamilaroi,Kamilaroi,gami1243,Gamilaraay,,,,,
Karajarri,Karajarri,kara1476,Karadjeri,,,,,
KarajarriNW,KarajarriNW,kara1476,Karadjeri,,,,,
Kariyarra,Kariyarra,kari1304,Kariyarra,,,,,
Karree,Karree,,,,,,,
Kartujarra,Kartujarra,kart1247,Kartujarra,,,,,
Karuwali,Karuwali,karr1236,Karruwali,,,,,
Katthang,Katthang,gath1234,Gathang,,,,,
Kaurna,Kaurna,kaur1267,Kaurna,,,,,
Keramin,Keramin,kera1256,Keramin,,,,,
KuguNganhcara,Kugu Nganhcara,kuku1280,Kuku-Uwan,,,,,
Kukatj,Kukatj,guga1239,Gugadj,,,,,
